"Data Source","World Development Indicators",
"Last Updated Date","2024-03-28",
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247755114.01","2915502675.11","24500673436","40251072000","54370637558.1","70247105057.4","96037385737.4","109454299662.9","151653252368.9","158151295510.3","211886128567.2","233817917050.3","285943410249.6","365553511487.9","485736892760.2","691343266518.4","707787799577.1","814990216549.8","911386033727.5","1126978197618.9","1346364910702.83","1545372496268.68","1674195609870.52","1855676489934.15","2180097920166.39","2582783172064.58","2775095161566.41","3085464245016.52","3362038024575.73","3802606047897.7","4414972635824.15","",
"American Samoa","ASM","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","98017000","106489000","102525000","113214000","130737000","145366000","168537000","191252000","236804000","250243000","278726000","329270000.030518","449443999.938965","529898000","600588000","622407000","718018000","790494000","847631000","923023000","1104953643","1081662300","1158961659","1330609597","1661072307","1761551092","1848429601","1947394012","2250760640","2388832014","2600161012","2901541458","3231331560","3338058487","3011163873","3018561720.1571","3062796666.32461","3142015482.32811","3184231728.33949","3228532029.5246","3416327000","3373790000","3618290000","3879113444.36","3861705720","3524983062.2","4013730244.85","4198211812.62","",
"Australia","AUS","Broad money (current LCU)","FM.LBL.BMNY.CN","7400800000","7753100000","8367100000","9242200000","10313000000","10845200000","11686400000","12738900000","13635000000","14934000000","15698000000","17065500000","20424200000","24775900000","27044900000","32605100000","36592300000","38758900000","42824800000","47796500000","54495100000","59881700000","66226300000","74991700000","83792100000","98803200000","108252000000","125603000000","148104000000","194040000000","218795000000","221381534000","237717357000","251330437000","276361078000","299902541900","331839020300","356098378600","386118746000","431311080600","447441725000","496349684400","531272436806.95","599081048679.34","667485892485.4","724227895075.61","833319752996.69","985258825231.474","1152799564528.8","1189775859355.71","1310309396138.14","1414711935846.84","1518663791174.9","1621130041674.28","1735142459087.75","1838974814198.07","1961564334926.97","2050266032025.33","2098935705144.84","2394036267182.5","2721258710700.45","2903577902569.58","3131247941418.95","",
"Austria","AUT","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1860280","17222770.8","209523185","262783252.2","307699952.2","435165402","369145134.516","443230761.284858","768617344.097","687393465.39386","786909528.199156","1020860404.94304","1505883860.66602","1838722835.5341","3434966766.91","5897260600.99","8494227333.49","8469182891.98","10527489350.26","13903175829.2","16775301806.39","19289833090.36","21566626182.6","21318889953.1","20890197961.93","22772070451.02","24060393174.92","28866306171.83","29185807572.3","34646641486.51","42824929994.71","",
"Burundi","BDI","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","1340000000","1387000000","1371000000","1637100000","1688300000","1755600000","2229600000","2732200000","2677800000","3132800000","3696200000","3553900000","5390400000","6843160000","8824900000","9536700000","9861200000","12843900000","12189100000","15824800000","16291900000","19851800000","19878500000","20215000000","23390100000","27813400000","30591100000","36098100000","38143400000","40413800000","53768000000","49482300000","58756300000","63714100000","63175100000","93237400000","107731020000","125411700000","163267975000","204082635000","224954415000","280588860000","344174520000","361226600000","482732400000","565200300000","706363915503","755801566666.667","877252700000","986748800000","1107089400000","1106380000000","1187101800000","1499512900000","1797468900000","2202818600000","2733847000000","3289945400000","4512504700000","",
"Belgium","BEL","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Broad money (current LCU)","FM.LBL.BMNY.CN","","","5850000000","6060000000","6130000000","6150000000","6460000000","6320000000","7299000000","8553000000","10028000000","12263000000","13897000000","14786000000","18449000000","31859000000","30631000000","34918000000","39017000000","40740999999.9844","60680999999.8594","75435999999.8613","98437999999.8613","96999999999.875","111716000000","111620100000","109141900000","96814000000","97862100000","104192400000","134024300000","148322700000","176078600000","170620100000","252348700000","247713600000","279978300000","292969100000","282537200000","380835640000","479718500000","483264800000","426006200000","520767400000","458115719383.057","535355780459.013","681118197649.723","809795666580.439","1015663969950.34","1097023690079.41","1204204513443.78","1317161252620.75","1415426023393.59","1660757189331.68","1965532355783.39","2086146302862.85","2089806841192.46","2111622097456.65","2212759331788","2345988934659.48","2751889335621.03","3210532457390","3628256866555","",
"Burkina Faso","BFA","Broad money (current LCU)","FM.LBL.BMNY.CN","","","5520000000","6110000000","6270000000","6410000000","6620000000","6650000000","7595000000","8708000000","9364000000","9928000000","10593000000","14486000000","17533000000","24322000000","31552000000","35573000000","42515000000","46242000000","53217999999.9492","63715999999.6914","71378999999.6718","80058999999.6836","92767000000","93325100000","114193800000","127511400000","148693500000","154261100000","153493900000","160350000000","166694200000","179978900000","232873300000","284702900000","299435900000","352523600000","356206100000","365311200000","392728300000","380495100000","369009500000","623913600000","596826598368.91","582167359967.123","642199388668.265","693314603427.302","880275235783.709","1086730646314.97","1281871072732.4","1466269290171.06","1694419300818.74","1878317244223.14","2085265360394.46","2490128053749.52","2780628747463.18","3366717520968.62","3718265966335","4056409714718.54","4779213369940.58","5585099701077","5716873522973","",
"Bangladesh","BGD","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","13683600000","14420500000","17154400000","21282700000","26882700000","32944300000","39861600000","46564400000","52188600000","73242300000","99829000000","113488000000","131937000000","156755000000","178166000000","211370000000","233352000000","265340000000","297274000000","328530000000","392048000000","439677000000","486873000000","534308000000","595294000000","687394000000","820385000000","1173131000000","1343240000000","1532211000000","1748702000000","2025231000000","2434644000000","2764498000000","3218075000000","3869555000000","4685213000000","5477734000000","6409569000000","7361378000000","8510505000000","9777918000000","11410611000000","12978360000000","14471672000000","16194563000000","18313603000000","19994006000000","21494016000000","",
"Bulgaria","BGR","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101138000","153391000","236035000","418918000","588429000","1317429000","5947515000","6646713000","7535621000","9856616000","12415200675","13947812417","16765862000","20791000000","25259650000","32061400000","42092090000","45820040000","47731710000","50740960000","56921880000","61721700000","67237010000","68006220000","73967330000","79593920000","85727240000","93252630000","102468220000","113621030000","125777020000","142373420000","",
"Bahrain","BHR","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","26235000","32280000","37079000","43942000","48427000","56436000","73129000","87883000","99636000","145829000","184224000","303833000","361802000","432245000","443269000","561461000","760744000","442953000","857952000","827760000","903307000","885170000","968451000","1007599000","1052430000","930736000","1146746000","1202482000","1271358000","1347430000","1447471000","1492371000","1609500000","1879200000","1956700000","2156700000","2356000000","2599574000","2764829000","2879493097.5495","3512729033.61872","4035900000","5622000000","6728400000","7119300000","7867500000","8135100000","8464800000","9159100000","9755500000","10042900000","","","","","","","","",
"Bahamas, The","BHS","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","200800000","183600000","189200000","204500000","207400000","208500000","228600000","273300000","280600000","318300000","367300000","421200000","467400000","540100000","610700000","667800000","706700000","776600000","898200000","973500000","1050400000","1227100000","1308500000","1380300000","1602900000","1742800000","1891800000","1998200000","2467324000","2868100000","3171100000","3466400000","3636600000","3745000000","3882700000","4240700000","4700200000","5065000000","5598300000","5892500000","5990600000","6321424838.19","6475967086.04","6667943566.61","6704300950.51","6808660685.77","6783092743.89","7379820606.7","7513186865.82","7592229388.12","8396480667.46","8374008200.41","8737333830.32","9555287509.31","",
"Bosnia and Herzegovina","BIH","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1494908623.97","1823961218","2325947332","2587625639","4600478693","5071278470","5496149020","6831565640","8075092050","9901802289.57","11953209282.15","12439292677.63","12709091253.52","13627140859.53","14417369807.14","14909695023.59","16093587423.71","17268941196.09","18647208317.23","20197558918.51","22116292439.79","24191076633.9","26332693828.74","28248989824.9","31515582074.98","33239985642.6","",
"Belarus","BLR","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694021.29","1793446.06","2733694.26","5777925.59","21725243.71","50544225.79","161371431.21","256228803.63","381854025.9","589373978.25","883950000","1257058910","1750586580","2450601750","3096110030","3810707290","5026017120","11119532390","16129376430","19330678410","23944273070","32693879880","33934965747.7752","39848544785.51","43232908800","48509693935.9353","50800658500","54351444400","","",
"Belize","BLZ","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","71580000","73430000","92930000","95937000","108196000","117812000","125069000","148159000","154630000","167732000","199096000","241650000","252112000","287269000","330795000","364196000","411445000","424918000","460526000","544311000","585578000","653149000","691579000","800621000","900043000","991870000","1021002000","1071344000","1212259000","1291947000","1504796339.34","1736100148.5","1966634838.03","2093171185.56","2090776557.44","2201187509.05","2443513569.86","2476573155.37","2672056882.09","2874104493.9","2950241797.18","2939370538.43","3017319525.93","3157361404.96","3533801970.84","3971692890.34","4109948456.01","",
"Bermuda","BMU","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Broad money (current LCU)","FM.LBL.BMNY.CN","434.5","513.1","584.8","701.6","852.8","995","1253.2","1342.5","1512.5","1667.1","1913.2","2258.7","2844.3","3775.8","5449","6714.7","9902.5","12815","14480.9","16631.3","23124","29417.7","97201.2","265116","4053400","287300000","817000000","1592700000","2036100000","2472500000","3779600000","5697100000","7661100000","10243100000","12723100000","13697400000","19154161924.68","22786656415.59","25845352199","26680306596.57","27094684561.77","34145254293.2672","32164317428.9323","36738375247.1356","34861567995.9744","39688299830.2696","48959127538.4958","62148803498.1762","77494309364.576","85343106224.9766","96125106678.5504","118201478340.89","141095336029.238","166645874523.672","192715687688.522","218038615945.278","218044047269.261","239826990837.713","249733082308.431","245833546161.457","268645239885.776","285726374551.215","","",
"Brazil","BRA","Broad money (current LCU)","FM.LBL.BMNY.CN","0.000253818181818182","0.000369818181818182","0.000603272727272727","0.000991636363636363","0.00177018181818182","0.00307418181818182","0.00372218181818182","0.00564690909090909","0.00810472727272727","0.0106527272727273","0.0137138181818182","0.0189090909090909","0.0236363636363636","0.0338181818181818","0.0458181818181818","0.0654545454545454","0.0909090909090909","0.131636363636364","0.191636363636364","0.331636363636364","0.535272727272727","1.00690909090909","1.85309090909091","4.36981818181818","16.1738181818182","68.3290909090909","265.944727272727","834.183272727273","23632","473795.272727273","3510200","21117945.4545455","390551636.363637","13203194545.4545","158753000000","229084000000","300180000000","351941000000","394242014000","465660313000","557416988442.691","771508635488.132","818907164287.306","971094890951.926","1102841687961.79","1305238544479.11","1523971762049.18","1859549944673.65","2192083185862.81","2536123625537.77","2884051556660.11","3362167512548.42","3806205579437.29","4192066895716.4","4733341838290.39","5280467285252.22","5881954871034.07","6128417656764.42","6563793038777.81","7097840403324.25","8306196030728.17","9324469900167.43","10562496167507.4","",
"Barbados","BRB","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","89900000","107500000","142300000","152900000","176500000","208900000","240200000","246070000","295580000","345910000","390560000","429560000","532910000","674350000","769650000","882210000","959440000","1067140000","1146330000","1250960000","1349060000","1592060000","1768840000","1816240000","2062400000","2047260000","2156330000","2233610000","2402350000","2516580000","2968180000","3150650000","3400710000","3643260000","3992950000","5359648000","6183683000","6469169000","7227950000","8448445000","8900031003.99","10761233142","10885418561","10947794288","","","9466466873.34966","9822284358.88584","10133477196.7794","10753812777.1629","11200405794.3411","11336496839.8358","11321910299.5334","11657383049.6487","12503451496.2506","13249979185.9016","","",
"Brunei Darussalam","BRN","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6006431000","8869146000","7811022761.27","7958293371.43","8282280179.8","9593752087.27","9162281138.42","9356236945.26","9983680656.33","10939993705.85","11996316411.03","12572984821.6852","13837184842.331","13961592059.5603","14166306551.0533","14622621151.1084","14365355864.2615","14582167726.0329","14517775052.5734","14929719169.9996","15567062903.8751","15500175712.6524","15919547815.6647","16118781705.4706","",
"Bhutan","BTN","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","324600000","367000000","464000000","498600000","552500000","723700000","976500000","1078800000","1397900000","1587000000","1942000000","2395300000","3248800000","3539600000","5625900000","6410400000","8464700000","9935400000","10715563166.7483","15335718585.16","16114923927.399","18721196082.51","21152928355.4461","25100720786.4447","28056515892.7089","35399160469.2081","44547928657.5944","51962392179.9902","54242870967.7659","57383628994.9429","59533529083.4978","74961629218.3981","77875597188.4342","96203175925.7317","112872643190.164","120266206394.609","135211055360.197","173072368914.124","178617418603.333","197442649018.307","",
"Botswana","BWA","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","86175000","108575000","120949000","198995000","236860000","226498000","245640000","316250000","368890000","557400000","606170000","1013350000","1228340000","1797250000","1545890000","2188480000","2478470000","2120680000","2392330000","2685560000","3189870000","4103536000","5721573000","7228240000","7328450000","12633716979.31","15572738296.8","17801914078.84","19708452471.752","22547033567.19","24567678420.81","32296612088.52","39227767571.1","38716773962.52","42860100737.46","44763225926.49","49236876002.05","53389846130.7","55842206753.46","66941123575.37","70549970993.0963","72466776440.7041","78495248910.466","84767083089.4676","89761949480.1451","94268346287.7535","100665236914.185","",
"Central African Republic","CAF","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","4130000000","4310000000","5560000000","5710000000","6240000000","7999000000","7693000000","8486000000","8561000000","9935000000","10359000000","13410000000","13487000000","19147000000","20514000000","22600000000","27145000000","36632999999.873","45364999999.873","43457999999.873","48548000000","52203000000","57431000000","58707000000","60847000000","57033000000","64117000000","61845000000","59222000000","57242000000","64580000000","115289000000","120218000000","126067000000","116328000000","97544000000","108337000000","110914000000","108708000000","103184000000","95301000000","107761000000","127464000000","121609000000","113935000000","134931000000","150733000000","175045000000","199191000000","202289000000","213650000000","244800000000","257805000000","272629000000","300718000000","342964000000","373544000000","416390000000","477054000000","","",
"Canada","CAN","Broad money (current LCU)","FM.LBL.BMNY.CN","14543000000","15775000000","16225000000","18110000000","19910000000","21955000000","28268000000","32410000000","36980000000","40110000000","44007000000","48406000000","55428000000","67151000000","79960000000","92657000000","109584000000","125745000000","146868000000","173079000000","194042000000","251568000000","266550000000","272948000000","293306000000","314357000000","341363000000","370386000000","415694000000","471361000000","509510000000","529294000000","563174000000","573903000000","600478000000","629481000000","654945000000","683580000000","700126333333.333","737669000000","786527000000","1769929603000","1816930537000","1826209004000","1925976772000","2111740913000","2375275453000","1768376277000","2032249287000","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Broad money (current LCU)","FM.LBL.BMNY.CN","41125999999.8418","45366999999.8257","51619999999.7007","56181999999.7324","62857999999.8574","67223999999.8569","72202999999.8569","77893999999.748","87220999999.7461","99635999999.75","109866999999.875","121949000000","134833000000","141817999999.996","117636999999.996","126488999999.996","137888999999.996","147202000000","163813000000","179403000000","180265000000","195367999999.875","231671000000","240677999999.875","273807000000","285228000000","294737000000","325890000000","343568000000","365155000000","368203000000","376786000000","386571000000","420968000000","438464000000","458660000000","502538700000","535827900000","563145674900.33","637930971254.19","529925897179.39","550663269995.99","582227920237.02","630897109969.27","648879148731.16","693571985187.26","725518379824.43","749671010584.31","779800065383.33","839109763918.26","885270744293.91","984676746806.65","1112733772235.33","1158085322781.38","1211009298543.66","1211971015706.56","1252055587221.73","","","","","","","",
"Channel Islands","CHI","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Broad money (current LCU)","FM.LBL.BMNY.CN","","696000","1455000","1204000","1740000","2131000","3758000","4823000","6873000","9499000","15003000","30300000","74100000","321600000","1277700000","5196700000","26599000000","53400000000","102304000000","187718000000","305098000000","377534000000","466904000000","536451000000","710546000000","1085192000000","1355460000000","1782831000000","2308706000000","3032870000000","3768172000000","4784603000000","6032436000000","7512645000000","8389333000000","10431928000000","12528127890000","15593429124549.1","17666421526000","19960374076000","21775290788000","39759135091000","42176157627000","41960067077000","45968650827000","51113299505116","60920097300397","72345406544981","72516513899949.2","69109723619255.3","74441162697952","91470842622624.2","100893047982247","112740785462243","122597170621813","133816655723051","140376103903487","141156624671132","147055192677146","164937184546679","188136644376718","224419258878975","232928796020748","",
"China","CHN","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","85840000000","88970000000","132780000000","167110000000","197770000000","226570000000","271280000000","359850000000","487490000000","634860000000","795740000000","960210000000","1139310000000","1468190000000","1859890000000","2432730000000","3568080000000","4692030000000","6074350000000","7609530000000","9186781000000","10556011000000","12104206000000","13596023000000","15641193000000","17696514000000","21101282000000","24242613000000","28301227000000","34560360000000","40344221000000","47516660000000","61022452307585.9","72585178555593.3","85159087106100","97414886583000","110652500263258","122837482925283","139227813190717","155006666873100","167577363382557","179292800240995","195218087092332","214766371891765","234258021725870","261580238098694","",
"Cote d'Ivoire","CIV","Broad money (current LCU)","FM.LBL.BMNY.CN","","","31780000000","36320000000","49490000000","48860000000","53950000000","58230000000","72540000000","91920000000","106780000000","117600000000","122830000000","147910000000","223210000000","244560000000","349750000000","524490000000","581610000000","566160000000","581820000000","639650000000","660340000000","691950000000","826050000000","939444500000","964894700000","930318800000","944003900000","867726200000","845408700000","846385300000","836351700000","824958200000","1210904600000","1429857500000","1486002500000","1607674800000","1704409900000","1675730500000","1646263400000","1721287400000","2233866300000","1615546900000","1737810274677.67","1734737955468.89","1963128517857.43","2594327909926.19","2802312736270.85","3395556314392.12","4044800677967.23","4490367687026.4","4708415144402.85","5242357163197.1","5985607687231.4","7072276299086.32","7852947279510.66","8574900500169.7","9723654645046","10770015310310.4","13042567711704.7","15487394121215","16878624072339","",
"Cameroon","CMR","Broad money (current LCU)","FM.LBL.BMNY.CN","14965901177.5797","14996074365.4377","19582398919.8573","20769210975.6063","23173008274.9621","23253470109.2502","27286619552.9394","29519435454.4331","35339843392.2459","41973921629.2966","46813700961.7236","52836269258.1851","58031086434.4082","71035730401.2164","95811940724.3682","107863111954.863","134923432598.867","186363689032.154","215125777471.351","263630182726.052","320011801557.552","411420468400.509","489644457922.436","619581268341.3","747189714430.453","877192905862.605","839760049005.941","685849635060.948","699851000000","717011000000","711923000000","722450000000","601653000000","546130000000","691078000000","648545000000","583034000000","691348000000","745091000000","844165000000","1005685000000","1019511000000","1235378000000","1259436000000","1353273000000","1429789000000","1546001000000","1775920000000","2023684000000","2190264000000","2492692000000","2745211000000","2743594000000","3057606000000","3462532000000","3767336000000","3955740000000","4170627000000","4751923000000","","","","","",
"Congo, Dem. Rep.","COD","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","0.000148333333333333","0.00018701","0.000217826666666667","0.000272886666666667","0.000384086666666667","0.000506116666666666","0.0005666","0.000694006666666666","0.000747816666666666","0.0009085","0.00125221","0.00166444666666667","0.00183130333333333","0.00252826666666666","0.00402592666666666","0.00621114333333333","0.00652119666666667","0.0106124033333333","0.0161303933333333","0.0282085566666666","0.342171106666666","0.0626104333333333","0.0824818666666667","0.129754433333333","0.252113833333333","0.583634933333333","0.977039666666667","2.88604333333334","71.8211266666666","2797.03711666667","82600","5838930","26720830","","","","","45084555984","63761826000","88273467000","114522211207","208263491671.343","256873824330.349","402085410831.061","605487402768.868","938809896969.62","1466552923542.14","1976389544875.97","2401251180119.18","2897604395912.81","3440626388049.66","3945032876410.71","4315292338667.19","5254942922917.71","7055720540248.31","9581773020949.83","","","","","",
"Congo, Rep.","COG","Broad money (current LCU)","FM.LBL.BMNY.CN","7710000000","8670000000","7240000000","8490000000","8190000000","7610000000","8360000000","9800000000","11387000000","11939000000","13998000000","15230000000","16188000000","18582000000","25853000000","29310000000","33949000000","34763000000","37102000000","45122000000","61622999999.748","92682999999.748","116970999999.609","115236000000","123610000000","149541000000","132222000000","140104000000","133798000000","137933000000","163311000000","155470000000","169172000000","124240000000","159268000000","159186000000","184173000000","201699000000","175916000000","210873000000","334280000000","236519000000","266505000000","261345000000","313878000000","421764000000","620311000000","723062000000","961442254059","1008642000000","1330956000000","1837418000000","2201869000000","2225097000000","2528949000000","2240741000000","1903915000000","1683881000000","1582683000000","1804246000000","2058850000000","2209774000000","","",
"Colombia","COL","Broad money (current LCU)","FM.LBL.BMNY.CN","5466000000","6736000000","8039000000","9282000000","10950000000","12583000000","14425000000","17298000000","20108000000","24461000000","28220000000","31225000000","39642000000","52134000000","75703000000","102045000000","143508000000","194020000000","245759000000","306956000000","454723000000","628899000000","789481000000","1019307000000","1258062000000","1552808000000","","2362959000000","2710075000000","","5795270000000","7698500000000","10703400000000","14878800000000","21683600000000","27805500000000","33652430000000","41689016329080","46424137388000","51947429729820","53842705388640","64388193847064.9","67354883306714","74444251413469.5","88803635801336.1","104462805897153","123213449741221","144643042441388","171375939568936","185181789558089","206399294189905","245457918998096","284906953722055","324038336432888","353820365189387","394230174894183","422561794745971","451252773317049","474299046829809","516282375920359","581893303369813","651489889410618","719335602505721","",
"Comoros","COM","Broad money (current LCU)","FM.LBL.BMNY.CN","","","","","","","","","","","","","","","","","","","","","","","6399000000","8633000000","7227000000","8328000000","8688000000","10966000000","12669000000","14910000000","15490000000","15951000000","16789000000","17356000000","18624000000","17482000000","19188000000","18374000000","15773000000","18698000000","21415000000","32617264097","36290265462","35539969464","34511835862","36947840520","41567869202","45541048334","50792800422","57570964610.67","68746678707.7524","75326963797.0801","87372620848.999","89862418584.6276","97138526203.2319","113759242446.16","125430538142.426","127709350546.042","138528248278.4","146710696231.27","165632009978.58","196342773160.751","210829566003","",
